0,1,2,3,4,5,6
2018,rings,"Sterling Silver Septum Rings, Swirls, Hammered Crescent with ball",4.625,18.78,https://www.etsy.com/listing/599862780/sterling-silver-septum-rings-swirls?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-86-2&plkey=0b03dc5d6aeb13f2a6b0d5fb55210f6cacc1e49b%3A599862780,https://i.etsystatic.com/13823871/d/il/6e979c/1548930145/il_340x270.1548930145_qlz7.jpg?version=1
2019,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-86-3&plkey=30532736c36c4af145fc8255392dab49f872b326%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
2020,rings,Jewelry/ring dish,5.0,10.00,https://www.etsy.com/listing/980388475/jewelryring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-86-4&plkey=03c7cedf01f4d301752003a2f9e964b978fd4b5b%3A980388475,https://i.etsystatic.com/28376179/d/il/c86dff/2939308626/il_340x270.2939308626_bvta.jpg?version=0
2021,rings,"Leaf Plate, Wedding Ring Plate, Ring Holder, Wedding Ring Pillow, Jewelry Holder, White Leaf, Ceramics and Pottery, Pottery Leaf",5.0,27.00,https://www.etsy.com/listing/486371037/leaf-plate-wedding-ring-plate-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-1&organic_search_click=1&frs=1,https://i.etsystatic.com/9424545/d/il/242106/1111733825/il_340x270.1111733825_mrik.jpg?version=0
2022,rings,Jewelry box - Engagement ring box - Wedding ring box - Ceremony box - Proposal ring box - Ring box - Linen wedding - Engagement ring,4.9286,31.84,https://www.etsy.com/listing/772858851/jewelry-box-engagement-ring-box-wedding?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-2&organic_search_click=1&frs=1,https://i.etsystatic.com/10978724/d/il/c184b0/2210958083/il_340x270.2210958083_ka6x.jpg?version=0
2023,rings,"Silver Nose Ring, Tribal Nose Hoop, Indian Nose Ring, Tiny Nose Hoop, Dainty Nose Hoop, Nose Piercing Ring, Nostril Jewelry, Small Nose Ring",4.6687,28.41,https://www.etsy.com/listing/463104789/silver-nose-ring-tribal-nose-hoop-indian?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-3&organic_search_click=1&pro=1&frs=1,https://i.etsystatic.com/8734070/c/1307/1034/367/578/il/b9df48/2311438489/il_340x270.2311438489_63jt.jpg
2024,rings,Protective ring,5.0,7.35,https://www.etsy.com/listing/954536468/protective-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-4&organic_search_click=1,https://i.etsystatic.com/24472255/d/il/617525/2894482310/il_340x270.2894482310_jt0x.jpg?version=0
2025,rings,6mm Fumed Eucalyptus with Crushed Dark/Light Blue Opal and Stainless Steel on Blue Epoxy Core Bentwood Ring,4.9076,270.91,https://www.etsy.com/listing/633373049/6mm-fumed-eucalyptus-with-crushed?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-5&organic_search_click=1&frs=1&col=1,https://i.etsystatic.com/16983017/c/1490/1183/770/381/il/59a3bd/1580457450/il_340x270.1580457450_k5sl.jpg
2026,rings,"Green, Purple & White Opal Beaded Nose Ring- Thin Nose Ring- Sterling Silver Nose Ring- 22 Gauge Nose Ring",4.726,12.16,https://www.etsy.com/listing/973514989/green-purple-white-opal-beaded-nose-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-6&organic_search_click=1&pro=1&frs=1,https://i.etsystatic.com/20083126/d/il/00a227/2961475283/il_340x270.2961475283_oqdk.jpg?version=0
2027,rings,necklace bracelet earrings ring pagan wicca wiccan medieval silver jade clearquarz jewelryset fairywedding medievalwedding,4.9793,66.14,https://www.etsy.com/listing/589793379/necklace-bracelet-earrings-ring-pagan?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-7&organic_search_click=1,https://i.etsystatic.com/16486387/d/il/418276/1460087929/il_340x270.1460087929_2c6v.jpg?version=0
2028,rings,"flower ring, pearl ring, daisy ring, pearl flower, fancy ring, colorful ring, pearl flowers",0.0,6.12,https://www.etsy.com/listing/974912076/flower-ring-pearl-ring-daisy-ring-pearl?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-86-8&organic_search_click=1&col=1,https://i.etsystatic.com/28338240/c/2357/1873/0/564/il/434d8a/2970513728/il_340x270.2970513728_8wyl.jpg
2029,rings,The Kila -- Pear Cut Pave Moissanite Engagement Ring in 18K Rose Gold,0.0,"1,388.67",https://www.etsy.com/listing/988492491/the-kila-pear-cut-pave-moissanite?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-87-1&plkey=f7a72a5c5b513688e1c08b16f7e834a83defe941%3A988492491&frs=1&col=1,https://i.etsystatic.com/28641010/d/il/4f5468/3016900691/il_340x270.3016900691_mhls.jpg?version=0
2030,rings,"Sterling Silver Septum Rings, Swirls, Hammered Crescent with ball",4.625,18.78,https://www.etsy.com/listing/599862780/sterling-silver-septum-rings-swirls?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-87-2&plkey=6a1c8cfdababa7987d016c63f1ec8a9c8bbb42b8%3A599862780,https://i.etsystatic.com/13823871/d/il/6e979c/1548930145/il_340x270.1548930145_qlz7.jpg?version=1
2031,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-87-3&plkey=12430e3f9a5aa4f35d5f8d1fc1896e0dc3b6fcfb%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
2032,rings,Jewelry/ring dish,5.0,10.00,https://www.etsy.com/listing/980388475/jewelryring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-87-4&plkey=3112be4041a85b1b2a4956bacf71945aa2b529af%3A980388475,https://i.etsystatic.com/28376179/d/il/c86dff/2939308626/il_340x270.2939308626_bvta.jpg?version=0
2033,rings,"Wood ring, cork- steel ring base - not adjustable - wooden bijoux handmade, unique, creative gift",5.0,28.17,https://www.etsy.com/listing/756229995/wood-ring-cork-steel-ring-base-not?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-1&organic_search_click=1,https://i.etsystatic.com/8574158/c/2341/1861/400/20/il/05a41a/2395018264/il_340x270.2395018264_omsv.jpg
2034,rings,"Jewelry set concrete jewelry stainless steel with gold leaf, chain ring and earrings, Valentines Day gift",4.9668,47.76,https://www.etsy.com/listing/746866148/jewelry-set-concrete-jewelry-stainless?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-2&organic_search_click=1,https://i.etsystatic.com/20497117/d/il/e2915b/2841947368/il_340x270.2841947368_tbt6.jpg?version=0
2035,rings,14ct Solid White Gold Classic Hinged Segment Nose Tragus Ring 10mm 18G,4.6429,53.23,https://www.etsy.com/listing/749929243/14ct-solid-white-gold-classic-hinged?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-3&organic_search_click=1,https://i.etsystatic.com/13846279/c/2000/1589/0/8/il/0fd2f8/2069320740/il_340x270.2069320740_3b8y.jpg
2036,rings,Black Poplar Wood with Crushed Blue and Dark Green Opal on Blue Epoxy Core Bentwood Ring,4.9076,229.27,https://www.etsy.com/listing/658092260/black-poplar-wood-with-crushed-blue-and?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-4&organic_search_click=1&pro=1&frs=1,https://i.etsystatic.com/16983017/c/1761/1398/688/466/il/42f6fb/1737188044/il_340x270.1737188044_hjxw.jpg
2037,rings,Septum / Nose Ring / Nose Piercing 1 mm,4.8559,12.12,https://www.etsy.com/listing/828006460/septum-nose-ring-nose-piercing-1-mm?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-5&organic_search_click=1&sca=1,https://i.etsystatic.com/23310398/c/2250/1788/0/605/il/d00c32/2501666502/il_340x270.2501666502_dyl0.jpg
2038,rings,Fun Quirky Resin Paint palette Ring & Clip - on Earrings SET,4.5,11.49,https://www.etsy.com/listing/960917003/fun-quirky-resin-paint-palette-ring-clip?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-6&organic_search_click=1,https://i.etsystatic.com/21181600/d/il/7167a0/2864399316/il_340x270.2864399316_2mle.jpg?version=0
2039,rings,"Piercing 925 silver nose ring, septum, targus,narine,minimalist, modern, hammered, boho, ethnic, hippie, festival, tribal",4.9474,10.41,https://www.etsy.com/listing/892988360/piercing-925-silver-nose-ring-septum?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-7&organic_search_click=1&sca=1,https://i.etsystatic.com/9030977/d/il/6741db/2717787277/il_340x270.2717787277_96dx.jpg?version=0
2040,rings,"Polar Bear Ring Dish, Arctic Bear, Globar Warming Art, Ecological, Save the planet, Little Bear, Ceramic Trinket Dish, Bear Ring Holder",4.9405,48.99,https://www.etsy.com/listing/757257045/polar-bear-ring-dish-arctic-bear-globar?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-87-8&organic_search_click=1,https://i.etsystatic.com/11718125/c/1269/1004/75/307/il/6b14ac/2102266720/il_340x270.2102266720_rx6g.jpg
2041,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-88-1&plkey=4c8c78db45a79980138277b2f1669caebaf99fae%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
2042,rings,Jewelry/ring dish,5.0,10.00,https://www.etsy.com/listing/980388475/jewelryring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-88-2&plkey=4aeb45e9ca0bbe2e008f2c70acf7ae31123b4950%3A980388475,https://i.etsystatic.com/28376179/d/il/c86dff/2939308626/il_340x270.2939308626_bvta.jpg?version=0
2043,rings,Oval black Mom & Boys Jewelry Set Pendant Ring Earrings Unique Polymer Clay Jewelry Gift For Women For Wife for Her for Mom,5.0,119.99,https://www.etsy.com/listing/925894542/oval-black-mom-boys-jewelry-set-pendant?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-88-3&plkey=765e8837c81f8ca79b695a67c18160c450158188%3A925894542,https://i.etsystatic.com/12861794/d/il/37a1e8/2831826831/il_340x270.2831826831_d379.jpg?version=0
2044,rings,Wood Jewelry Bowl- Wooden Ring Dish- Wooden Ring Plate Holder - Birthday Wedding Mother’s Day Gift,5.0,12.99,https://www.etsy.com/listing/944794803/wood-jewelry-bowl-wooden-ring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-88-4&plkey=bafc317de450196dcf7aef6868c91efe12b50ab2%3A944794803,https://i.etsystatic.com/25823133/d/il/c63f47/2970883494/il_340x270.2970883494_pgzc.jpg?version=0
2045,rings,"3 Ring Rose Gold Plated, Gold Plated 925 Sterling Silver Pendant & Chain. Made by The Art Of Jewellery UK",4.9787,30.57,https://www.etsy.com/listing/811794171/3-ring-rose-gold-plated-gold-plated-925?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-1&organic_search_click=1&pro=1,https://i.etsystatic.com/18160916/d/il/d017c8/2319806456/il_340x270.2319806456_fws7.jpg?version=0
2046,rings,Cremation ashes/hair/fur memorial ring,5.0,122.28,https://www.etsy.com/listing/968895217/cremation-asheshairfur-memorial-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-2&organic_search_click=1&col=1,https://i.etsystatic.com/12034052/d/il/64cc52/2896006770/il_340x270.2896006770_mnq2.jpg?version=0
2047,rings,Diamonds (3.00 ct) and Sapphire on Platinum Flower Ring,5.0,"4,041.64",https://www.etsy.com/listing/676697949/diamonds-300-ct-and-sapphire-on-platinum?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-3&organic_search_click=1,https://i.etsystatic.com/19304402/d/il/77e954/1800453599/il_340x270.1800453599_jooi.jpg?version=1
2048,rings,"Sterling Silver Ring Nose Ring Stud Hoop Clear CZ Crystals Nose Ring Tragus Stud Earrings Tragus, Helix , High Quality",4.6667,15.68,https://www.etsy.com/listing/800387452/sterling-silver-ring-nose-ring-stud-hoop?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-4&organic_search_click=1,https://i.etsystatic.com/17202642/d/il/613bc9/2798467424/il_340x270.2798467424_749o.jpg?version=0
2049,rings,"Wedding Ring, Promise Ring, Stainless Steel Ring with Crushed Black Tourmaline and Blue Opal",4.9076,212.61,https://www.etsy.com/listing/643226845/wedding-ring-promise-ring-stainless?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-5&organic_search_click=1&pro=1&frs=1,https://i.etsystatic.com/16983017/c/1998/1587/361/251/il/e16ba7/1805260000/il_340x270.1805260000_1kmt.jpg
2050,rings,"Jewelry dish 2.7"" White jewelry dish, Gold, Minimalist Ring Dish, Ring dishes, Ring holder,Bridesmaids Gift,Engagement Ring Holder,Wholesale",4.6512,7.90,https://www.etsy.com/listing/764051490/jewelry-dish-27-white-jewelry-dish-gold?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-6&organic_search_click=1,https://i.etsystatic.com/7990248/c/2031/1612/453/156/il/dc8d46/2865922250/il_340x270.2865922250_sszp.jpg
2051,rings,Nike Ring in Silver with Repeat Swoosh Logo | Valentines Birthday Anniversary Christmas Gift for him or her,4.8,18.37,https://www.etsy.com/listing/925468646/nike-ring-in-silver-with-repeat-swoosh?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-7&organic_search_click=1&bes=1,https://i.etsystatic.com/27086716/d/il/6c8147/2784557078/il_340x270.2784557078_k893.jpg?version=0
2052,rings,Faceted Amethyst Sterling Silver Fancy Ring Womens Natural Gemstone Jewellery Solid 925 Crystal Ring UK Seller Handmade Present For Her,4.7608,43.16,https://www.etsy.com/listing/736649083/faceted-amethyst-sterling-silver-fancy?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-88-8&organic_search_click=1&frs=1,https://i.etsystatic.com/11768528/c/1680/1335/158/272/il/b925a9/2057472265/il_340x270.2057472265_lshn.jpg
2053,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-89-1&plkey=d331a8bbdf9bc70bf135b376d547d826c32aff9e%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
2054,rings,Jewelry/ring dish,5.0,10.00,https://www.etsy.com/listing/980388475/jewelryring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-89-2&plkey=215c81f13e0530a0370b6df1704d13588a8cce97%3A980388475,https://i.etsystatic.com/28376179/d/il/c86dff/2939308626/il_340x270.2939308626_bvta.jpg?version=0
2055,rings,Oval black Mom & Boys Jewelry Set Pendant Ring Earrings Unique Polymer Clay Jewelry Gift For Women For Wife for Her for Mom,5.0,119.99,https://www.etsy.com/listing/925894542/oval-black-mom-boys-jewelry-set-pendant?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-89-3&plkey=88ce63f21147ef84c0834b3d35062426c0dcf483%3A925894542,https://i.etsystatic.com/12861794/d/il/37a1e8/2831826831/il_340x270.2831826831_d379.jpg?version=0
2056,rings,Wood Jewelry Bowl- Wooden Ring Dish- Wooden Ring Plate Holder - Birthday Wedding Mother’s Day Gift,5.0,12.99,https://www.etsy.com/listing/944794803/wood-jewelry-bowl-wooden-ring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-89-4&plkey=553402ccb7b33fe06c728a63e4c55336c465dbae%3A944794803,https://i.etsystatic.com/25823133/d/il/c63f47/2970883494/il_340x270.2970883494_pgzc.jpg?version=0
2057,rings,Summer boho rings for dreadlocks. Handmade macrame dreadbeads with natural shells,5.0,12.25,https://www.etsy.com/listing/817613876/summer-boho-rings-for-dreadlocks?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-89-1&organic_search_click=1,https://i.etsystatic.com/7056326/d/il/88e708/2386347498/il_340x270.2386347498_ekls.jpg?version=0
2058,rings,Painted mermaid clam shell ring dish,4.6,10.07,https://www.etsy.com/listing/826001922/painted-mermaid-clam-shell-ring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-89-2&organic_search_click=1,https://i.etsystatic.com/23275367/d/il/0e2c27/2415832818/il_340x270.2415832818_qh8v.jpg?version=0
2059,rings,Nordic Jewellery Bowl | Ring Dish | Jewellery Stand | Carved Wood Trinket Dish | Wedding Ring Bowl | Ring Holder | Jewellery Pot,4.9464,20.13,https://www.etsy.com/listing/897901794/nordic-jewellery-bowl-ring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-89-3&organic_search_click=1,https://i.etsystatic.com/18822034/c/2250/1789/0/921/il/e56bbe/2689372898/il_340x270.2689372898_r902.jpg
2060,rings,motorcycle TIRE / PNEUMATIC ring - tire pneumatic made ring made of sterling silver 925- ring for real enthusiasts the moto,5.0,126.15,https://www.etsy.com/listing/583533968/motorcycle-tire-pneumatic-ring-tire?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-89-4&organic_search_click=1&frs=1&cns=1,https://i.etsystatic.com/16790356/c/1562/1240/446/846/il/72bef5/1440852720/il_340x270.1440852720_7kbt.jpg
2061,rings,Lapis Lazuli Sterling Silver Fancy Ring Ladies Ornate Jewellery Womens Gemstone Ring UK Seller Natural Lapis Lazuli Handmade Gift For Her,4.7608,43.16,https://www.etsy.com/listing/722808736/lapis-lazuli-sterling-silver-fancy-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-89-5&organic_search_click=1&frs=1,https://i.etsystatic.com/11768528/c/1104/878/368/571/il/d7affe/2090947029/il_340x270.2090947029_tncd.jpg
